Metabolite,pos_in_ppm,couple_code,J_constant,no_of_protons,overwrite_pos,overwrite_var,overwrite_truncation,Include_multiplet
Selenocystine,3.61,"1,1","14.09,4.62",2,n,n,n,1
Selenocystine,4.43,"1,1","7.68,4.59",2,n,n,n,1
Selenomethionine,2.03,0,,3,n,n,n,1
Selenomethionine,3.82,"1,1","6.90,5.47",1,n,n,n,1
Senecioic acid,1.78,1,1.32,3,n,n,n,1
Senecioic acid,1.91,1,1.27,3,n,n,n,1
Senecioic acid,5.65,"1,2","2.56,1.20",1,n,n,n,1
Sepiapterin,1.21,1,6.82,3,n,n,n,1
Serotonin,3.1,2,7.06,2,n,n,n,1
Serotonin,3.3,2,7.06,2,n,n,n,1
Serotonin,6.87,"1,1","8.71,2.40",1,n,n,n,1
Serotonin,7.09,1,2.4,1,n,n,n,1
Serotonin,7.28,0,,1,n,n,n,1
Serotonin,7.41,1,8.71,1,n,n,n,1
Shikimic acid,3.74,"1,1","8.65,4.30 ",2,n,n,n,1
Shikimic acid,2.21,"1,1","18.19,6.98 ",16,n,n,n,1
Shikimic acid,4.42,2,4.12,16,n,n,n,1
Shikimic acid,2.75,"1,1","17.98,5.31 ",17,n,n,n,1
SM(d18:1/18:0),5.43,"1,1","15.01,6.54 ",1,n,n,n,1
SM(d18:1/18:0),3.31,0,0,8,n,n,n,1
SM(d18:1/18:0),0.88,2,6.82,7,n,n,n,1
Sodium lauryl sulfate,0.9,2,6.99,3,n,n,n,1
Sodium lauryl sulfate,1.65,1,7.92,2,n,n,n,1
Sodium lauryl sulfate,3.98,2,6.57,2,n,n,n,1
Sorbitol,3.721,1,2.88,1,n,n,n,1
Sorbitol,3.813,1,2.93,1,n,n,n,1
Sphingosine,0.9,2,7.04,3,n,n,n,1
Sphingosine,3.67,"1,1","10.84,4.46",1,n,n,n,1
Squalene,1.61,1,0.8,18,n,n,n,1
Squalene,1.69,1,1.03,6,n,n,n,1
Stachyose,3.52,2,9.63,1,n,n,n,1
Stachyose,3.56,"1,1","10.01,3.85",1,n,n,n,1
Stachyose,4.22,1,8.8,1,n,n,n,1
Stachyose,5.42,1,3.8,1,n,n,n,1
Stearic acid,2.48,2,7.53,7,n,n,n,1
Stearic acid,1.77,"2,2","7.50,7.35 ",6,n,n,n,1
Stearic acid,1.01,2,6.91,8,n,n,n,1
Stearoylcarnitine,1.26,0,,26,n,n,n,1
Stearoylcarnitine,3.25,0,,9,n,n,n,1
Stigmasterol,5.16,"1,1","15.08,8.62 ",1,n,n,n,1
Stigmasterol,5.03,"1,1","15.03,8.62 ",1,n,n,n,1
Stigmasterol,1.02,0,0,2,n,n,n,1
Stigmasterol,0.71,0,0,1,n,n,n,1
Suberic acid,2.16,2,7.51,4,n,n,n,1
Suberic acid,1.54,2,7.14,4,n,n,n,1
Suberylglycine,3.74,1,5.81,2,n,n,n,1
Suberylglycine,2.29,2,7.53,2,n,n,n,1
Suberylglycine,2.17,2,7.48,2,n,n,n,1
Succinic acid,2.39,0,,4,n,n,n,1
Succinic acid semialdehyde,2.48,2,6.79,2,n,n,n,1
Succinic acid semialdehyde,2.73,"2,1","6.78,1.18",2,n,n,n,1
Succinic acid semialdehyde,9.67,0,,1,n,n,n,1
Succinylacetone,2.13,0,0,1,n,n,n,1
Succinylacetone,2.4,2,6.47,1,n,n,n,1
Succinylacetone,2.71,2,6.45,1,n,n,n,1
Succinylacetone,3.7,0,0,1,n,n,n,1
Sucrose,3.46,2,9.3,1,n,n,n,1
Sucrose,3.46,2,9.3,1,n,n,n,1
Sucrose,3.67,0,,2,n,n,n,1
Sucrose,3.75,2,9.57,1,n,n,n,1
Sucrose,3.75,2,9.57,1,n,n,n,1
Sucrose,4.04,2,8.59,1,n,n,n,1
Sucrose,4.04,2,8.59,1,n,n,n,1
Sucrose,4.21,1,8.75,1,n,n,n,1
Sucrose,5.4,1,3.89,1,n,n,n,1
Sulforaphane,2.61,0,,3,n,n,n,1
Sulforaphane,3.61,"2,1","6.26,1.57",2,n,n,n,1
Syringic acid,3.84,0,,2,n,n,n,1
Syringic acid,7.13,0,,1,n,n,n,1
Tartaric acid,4.336,0,,2,n,n,n,1
Taurine,3.25,2,6.57,2,n,n,n,1
Taurine,3.42,2,6.62,2,n,n,n,1
Taurocholic acid,0.58,0,,3,n,n,n,1
Taurocholic acid,0.81,0,,3,n,n,n,1
Taurocholic acid,0.92,1,6.49,3,n,n,n,1
Taurocholic acid,2.53,2,7.35,2,n,n,n,1
Taurocholic acid,3.78,1,2.42,1,n,n,n,1
Taurodeoxycholic acid,2.31,2,10.28,1,n,n,n,1
Taurodeoxycholic acid,3.06,2,7.03,2,n,n,n,1
Taurodeoxycholic acid,3.55,3,6.36,2,n,n,n,1
Taurodeoxycholic acid,0.68,0,0,3,n,n,n,1
Taurodeoxycholic acid,0.98,1,4.85,3,n,n,n,1
Taurodeoxycholic acid,0.91,0,0,3,n,n,n,1
Testosterone,0.804,0,,3,n,n,n,1
Testosterone,1.206,0,,3,n,n,n,1
Testosterone,5.739,0,,1,n,n,n,1
Tetradecanedioic acid,2.16,2,7.51,4,n,n,n,1
Tetrahydrocortisone,0.53,0,,3,n,n,n,1
Tetrahydrofolic acid,3.51,1,11.06,1,n,n,n,1
Tetrahydrofolic acid,4.31,"1,1,1","8.89,7.32,4.59",1,n,n,n,1
Tetrahydrofolic acid,6.73,"1,1","8.83,1.90",2,n,n,n,1
Tetrahydrofolic acid,7.66,"1,1","8.75,1.87",2,n,n,n,1
Tetrahydrofuran,3.74,2,6.59,4,n,n,n,1
Tetrahydrofuran,1.88,"1,2","6.59,3.29 ",4,n,n,n,1
TG(10:0/10:0/10:0)[iso],0.89,2,6.9,9,n,n,n,1
TG(10:0/10:0/10:0)[iso],1.29,0,,36,n,n,n,1
TG(10:0/10:0/10:0)[iso],2.3,2,7.61,4,n,n,n,1
TG(10:0/10:0/10:0)[iso],2.33,2,7.54,2,n,n,n,1
TG(10:0/10:0/10:0)[iso],4.16,"1,1","11.92,5.97",2,n,n,n,1
TG(10:0/10:0/10:0)[iso],4.3,"1,1","11.90,4.30",2,n,n,n,1
Theobromine,3.34,0,,3,n,n,n,1
Theophylline,3.34,0,,3,n,n,n,1
Theophylline,3.535,0,,3,n,n,n,1
Theophylline,7.99,0,,1,n,n,n,1
Thiamine,9.47,0,0,1,n,n,n,1
Thiamine,8.03,0,0,2,n,n,n,1
Thiamine,5.47,0,0,3,n,n,n,1
Thiamine,3.87,2,5.83,1,n,n,n,1
Thiamine,3.18,2,5.74,2,n,n,n,1
Thiamine,2.53,1,15.92,7,n,n,n,1
Threonic acid,4.06,1,2.42,1,n,n,n,1
Thymidine,1.887,0,,1,n,n,n,1
Thymidine,2.366,"1,1","6.63,5.53",1,n,n,n,1
Thymidine,6.285,2,6.79,1,n,n,n,1
Thymidine,7.634,0,,1,n,n,n,1
"Thymidine 3',5'-cyclic monophosphate",1.81,1,1.1,3,n,n,n,1
"Thymidine 3',5'-cyclic monophosphate",6.19,"1,1","8.97,2.59",1,n,n,n,1
"Thymidine 3',5'-cyclic monophosphate",7.4,1,1.21,1,n,n,n,1
Thymidine 5'-triphosphate,1.919,1,1.14,3,n,n,n,1
Thymidine 5'-triphosphate,7.732,1,1.24,1,n,n,n,1
Thymidine 5'-triphosphate,7.788,1,1.21,1,n,n,n,1
Thymine,1.86,0,,3,n,n,n,1
Thymine,7.37,0,,1,n,n,n,1
Thymol,5.92,1,6.93,6,n,n,n,1
Thymol,6.99,0,,3,n,n,n,1
Thymol,11.5,0,,1,n,n,n,1
Thymol,11.57,1,8.46,1,n,n,n,1
Thymol,11.96,1,7.78,1,n,n,n,1
Thyroxine,2.83,"1,1","14.33,8.61",1,n,n,n,1
Thyroxine,3.14,"1,1","14.31,4.51",1,n,n,n,1
Thyroxine,3.49,"1,1","8.58,4.57",1,n,n,n,1
Thyroxine,7.13,0,,2,n,n,n,1
Thyroxine,7.83,0,,2,n,n,n,1
Tiglylglycine,1.77,"1,1","6.97,1.04",3,n,n,n,1
Tiglylglycine,1.84,2,1.08,3,n,n,n,1
Tiglylglycine,3.8,1,5.86,2,n,n,n,1
Tolnaftate,2.4,0,,3,n,n,n,1
Tolnaftate,3.75,0,,3,n,n,n,1
trans-2-Octenoic acid,0.86,2,7.09,3,n,n,n,1
trans-2-Octenoic acid,1.43,2,7.29,2,n,n,n,1
trans-2-Octenoic acid,2.15,3,7.27,2,n,n,n,1
trans-2-Octenoic acid,5.8,"1,2","15.60,1.49",1,n,n,n,1
trans-2-Octenoic acid,6.64,"1,2","15.58,6.98",1,n,n,n,1
trans-Aconitic acid,6.93,0,,2,n,n,n,1
trans-Aconitic acid,3.74,0,,4,n,n,n,1
trans-Cinnamic acid,6.52,1,16.06,1,n,n,n,1
trans-Cinnamic acid,7.62,"1,2","8.17,0.74",2,n,n,n,1
trans-Ferulic acid,3.886,0,,3,n,n,n,1
trans-Ferulic acid,6.374,1,15.96,1,n,n,n,1
trans-Ferulic acid,6.91,1,8.16,1,n,n,n,1
trans-Ferulic acid,7.223,1,1.82,1,n,n,n,1
trans-Ferulic acid,7.313,1,15.96,1,n,n,n,1
Traumatic acid,5.81,1,15.69,5,n,n,n,1
Trehalose,5.18,1,3.8,2,n,n,n,1
Trehalose,3.64,"1,1","9.93,3.84 ",2,n,n,n,1
Trehalose,3.44,2,9.47,2,n,n,n,1
Tridecanoic acid,0.849,2,7.1,3,n,n,n,1
Tridecanoic acid,1.529,2,7.6,2,n,n,n,1
Tridecanoic acid,2.158,2,7.46,2,n,n,n,1
Trigonelline,4.428,0,,3,n,n,n,1
Trigonelline,9.114,0,,1,n,n,n,1
Trimethylamine,2.89,0,,7,n,n,n,1
Trimethylamine oxide,3.25,0,,9,n,n,n,1
Tryptamine,3.17,2,7.03,2,n,n,n,1
Tryptamine,3.34,2,7.03,2,n,n,n,1
Tryptamine,7.2,2,7.47,1,n,n,n,1
Tryptamine,7.29,"1,1","7.30,0.61",1,n,n,n,1
Tryptamine,7.32,0,,1,n,n,n,1
Tryptamine,7.54,1,8.19,1,n,n,n,1
Tryptamine,7.7,1,7.94,1,n,n,n,1
Tryptophanol,7.11,0,,1,n,n,n,1
Tyramine,2.92,2,7.3,2,n,n,n,1
Tyramine,3.234,2,7.28,2,n,n,n,1
Tyramine,6.9,1,8.52,2,n,n,n,1
Tyramine,7.212,1,8.52,2,n,n,n,1
Undecanedioic acid,1.28,0,,10,n,n,n,1
Undecanedioic acid,1.53,2,7.09,4,n,n,n,1
Undecanedioic acid,2.18,2,7.5,4,n,n,n,1
Undecanoic acid,0.85,2,6.78,3,n,n,n,1
Undecanoic acid,1.53,2,7.08,2,n,n,n,1
Undecanoic acid,2.15,2,7.48,2,n,n,n,1
Uracil,5.79,1,7.69,1,n,n,n,1
Uracil,7.52,1,7.68,1,n,n,n,1
Ureidopropionic acid,2.36,2,6.75,3,n,n,n,1
Ureidopropionic acid,3.29,3,6.68,2,n,n,n,1
Ureidosuccinic acid,2.67,1,3.85,1,n,n,n,1
Uridine,3.801,"1,1","12.77,4.49",1,n,n,n,1
Uridine,7.864,1,8.1,2,n,n,n,1
Uridine 5'-diphosphate,4.22,"1,1","5.01,2.86",2,n,n,n,1
Uridine 5'-diphosphate,4.38,2,4.9,1,n,n,n,1
Uridine 5'-diphosphate,4.42,2,5.09,1,n,n,n,1
Uridine 5'-diphosphate,5.95,0,,1,n,n,n,1
Uridine 5'-diphosphate,5.97,1,2.97,1,n,n,n,1
Uridine 5'-diphosphate,7.98,1,8.14,1,n,n,n,1
Uridine 5'-monophosphate,4.34,2,4.68,1,n,n,n,1
Uridine 5'-monophosphate,4.41,2,5.2,1,n,n,n,1
Uridine 5'-monophosphate,8.09,1,8.09,1,n,n,n,1
Uridine diphosphate glucose,5.6,"1,1","7.18,3.39 ",1,n,n,n,1
Uridine diphosphate glucose,3.46,2,9.65,2,n,n,n,1
Uridine diphosphate glucose,7.95,1,8.1,2,n,n,n,1
Uridine diphosphate glucose,3.53,"1,2","9.75,3.16 ",2,n,n,n,1
Uridine diphosphate-N-acetylglucosamine,2.07,0,,1,n,n,n,1
Uridine diphosphate-N-acetylglucosamine,3.978,"1,1,1","13.22,6.73,3.11",2,n,n,n,1
Uridine diphosphate-N-acetylglucosamine,5.503,"1,1","7.14,3.29",2,n,n,n,1
Uridine diphosphate-N-acetylglucosamine,5.952,1,8.05,1,n,n,n,1
Uridine diphosphate-N-acetylglucosamine,5.97,1,8.05,1,n,n,n,1
Uridine diphosphate-N-acetylglucosamine,7.942,1,8.05,2,n,n,n,1
Uridine diphosphategalactose,3.91,"1,1","10.26,3.22",1,n,n,n,1
Uridine diphosphategalactose,4.02,1,3.19,1,n,n,n,1
Uridine diphosphategalactose,5.63,"1,1","7.18,3.60",1,n,n,n,1
Uridine diphosphategalactose,7.94,1,8.09,1,n,n,n,1
Urocanic acid,6.37,1,15.93,1,n,n,n,1
Urocanic acid,7.28,1,16.12,1,n,n,n,1
Urocanic acid,7.37,0,0,1,n,n,n,1
Urocanic acid,7.85,0,0,1,n,n,n,1
Ursodeoxycholic acid,0.88,0,,6,n,n,n,1
Ursodeoxycholic acid,0.61,0,,6,n,n,n,1
Uvaol,0.77,1,5.5,3,n,n,n,1
Uvaol,0.93,0,,3,n,n,n,1
Uvaol,1.05,0,,3,n,n,n,1
Uvaol,1.85,1,5.5,2,n,n,n,1
Valeric acid,2.19,2,7.47,2,n,n,n,1
Valeric acid,0.9,2,7.39,3,n,n,n,1
Valerylglycine,3.85,1,5.81,2,n,n,n,1
Valerylglycine,2.3,2,7.5,2,n,n,n,1
Valerylglycine,0.89,2,7.39,3,n,n,n,1
Valproic acid,0.86,2,7.31,6,n,n,n,1
Vanillactic acid,3.81,0,,3,n,n,n,1
Vanillactic acid,4.33,"1,1","7.73,4.32",1,n,n,n,1
Vanillactic acid,6.85,1,1.65,1,n,n,n,1
Vanillic acid,7.52,1,1.69,3,n,n,n,1
Vanillic acid,7.45,"1,1","8.28,1.78 ",3,n,n,n,1
Vanillic acid,6.93,1,8.24,3,n,n,n,1
Vanillic acid,3.9,0,0,7,n,n,n,1
Vanillylmandelic acid,3.847,0,,4,n,n,n,1
Vanillylmandelic acid,4.885,0,,1,n,n,n,1
Vanillylmandelic acid,7.024,1,1.54,2,n,n,n,1
Venlafaxine,3.81,0,,3,n,n,n,1
Venlafaxine,6.87,1,8.75,2,n,n,n,1
Venlafaxine,7.13,1,8.69,2,n,n,n,1
Verapamil,0.73,1,6.66,3,n,n,n,1
Verapamil,1.15,1,6.66,3,n,n,n,1
Verapamil,2.19,1,14.86,1,n,n,n,1
Verapamil,2.8,0,,3,n,n,n,1
Verapamil,6.85,1,1.82,1,n,n,n,1
Vitamin A,1.02,0,,6,n,n,n,1
Vitamin A,1.71,0,,3,n,n,n,1
Vitamin A,1.87,0,,3,n,n,n,1
Vitamin A,1.96,0,,3,n,n,n,1
Vitamin D3,6.24,1,11.22,1,n,n,n,1
Vitamin D3,6.03,1,11.17,1,n,n,n,1
Vitamin D3,2.57,"1,1","12.96,2.72 ",1,n,n,n,1
Vitamin D3,2.29,"1,1","13.01,7.51 ",1,n,n,n,1
Vitamin D3,1.01,3,9.02,1,n,n,n,1
Vitamin D3,0.92,1,6.38,2,n,n,n,1
Vitamin D3,0.87,1,2.59,2,n,n,n,1
Vitamin D3,0.86,1,2.53,2,n,n,n,1
Vitamin D3,0.54,0,0,2,n,n,n,1
Warfarin,1.64,0,,3,n,n,n,1
Warfarin,1.71,0,,3,n,n,n,1
Xanthine,7.91,0,,1,n,n,n,1
Xanthosine,7.87,0,0,17,n,n,n,1
Xanthosine,5.85,1,6.45,16,n,n,n,1
Xanthosine,4.69,2,5.79,3,n,n,n,1
Xanthosine,4.38,"1,1","5.08,2.97 ",12,n,n,n,1
Xanthosine,4.25,3,2.78,13,n,n,n,1
Xanthurenic acid,7.37,"1,1","8.29,0.92 ",24,n,n,n,1
Xanthurenic acid,7.16,2,8.01,23,n,n,n,1
Xanthurenic acid,6.99,"1,1","7.69,0.87 ",24,n,n,n,1
Xanthurenic acid,6.71,0,0,20,n,n,n,1
